-1.00000000,-1.00000000,-2.77341197,0.71200500
-0.90476190,-1.00000000,-2.55091542,0.73708263
-0.80451128,-1.00000000,-2.21352487,0.72151099
-0.70426065,-1.00000000,-1.80502587,0.65613111
-0.60401003,-1.00000000,-1.36999117,0.53900374
-0.50375940,-1.00000000,-0.95525788,0.37440350
-0.40350877,-1.00000000,-0.60212904,0.17318156
-0.30325815,-1.00000000,-0.33962588,-0.04794716
-0.20300752,-1.00000000,-0.18025154,-0.26819870
-0.10275689,-1.00000000,-0.11912487,-0.46537450
-0.00250627,-1.00000000,-0.13652539,-0.61895269
0.09774436,-1.00000000,-0.20308999,-0.71307235
0.19799499,-1.00000000,-0.28633821,-0.73886044
0.29824561,-1.00000000,-0.35701332,-0.69566651
0.39849624,-1.00000000,-0.39393025,-0.59098333
0.49874687,-1.00000000,-0.38652275,-0.43909270
0.59899749,-1.00000000,-0.33491241,-0.25872332
0.69924812,-1.00000000,-0.24790112,-0.07018518
0.79949875,-1.00000000,-0.13967557,0.10748580
0.89974937,-1.00000000,-0.02614457,0.25888638
1.00000000,-1.00000000,0.07827704,0.37376518
-1.00000000,-0.94987469,-2.84500796,0.70681913
-0.90476190,-0.94987469,-2.58144425,0.73175567
-0.80451128,-0.94987469,-2.19432781,0.71537694
-0.70426065,-0.94987469,-1.73369009,0.64825907
-0.60401003,-0.94987469,-1.24902037,0.52830500
-0.50375940,-0.94987469,-0.79195715,0.35979477
-0.40350877,-0.94987469,-0.40775646,0.15378574
-0.30325815,-0.94987469,-0.12795019,-0.07259853
-0.20300752,-0.94987469,0.03422429,-0.29800347
-0.10275689,-0.94987469,0.08470345,-0.49957684
-0.00250627,-0.94987469,0.04575795,-0.65616408
0.09774436,-0.94987469,-0.04972645,-0.75140130
0.19799499,-0.94987469,-0.16540128,-0.77613283
0.29824561,-0.94987469,-0.26839592,-0.72969922
0.39849624,-0.94987469,-0.33462856,-0.61986228
0.49874687,-0.94987469,-0.35161594,-0.46140632
0.59899749,-0.94987469,-0.31859367,-0.27371286
0.69924812,-0.94987469,-0.24438313,-0.07779117
0.79949875,-0.94987469,-0.14385654,0.10668006
0.89974937,-0.94987469,-0.03399227,0.26379444
1.00000000,-0.94987469,0.06960441,0.38298755
-1.00000000,-0.89974937,-2.90361312,0.69250820
-0.90476190,-0.89974937,-2.59747932,0.71699746
-0.80451128,-0.89974937,-2.15923058,0.69991828
-0.70426065,-0.89974937,-1.64529329,0.63166340
-0.60401003,-0.89974937,-1.11012395,0.50998881
-0.50375940,-0.89974937,-0.61019482,0.33913850
-0.40350877,-0.89974937,-0.19472974,0.13028222
-0.30325815,-0.89974937,0.10222861,-0.09918656
-0.20300752,-0.89974937,0.26671894,-0.32751140
-0.10275689,-0.89974937,0.30575046,-0.53136540
-0.00250627,-0.89974937,0.24416677,-0.68912862
0.09774436,-0.89974937,0.11840486,-0.78406941
0.19799499,-0.89974937,-0.03128210,-0.80683706
0.29824561,-0.89974937,-0.16836227,-0.75679435
0.39849624,-0.89974937,-0.26579738,-0.64194688
0.49874687,-0.89974937,-0.30911591,-0.47750725
0.59899749,-0.89974937,-0.29658848,-0.28340004
0.69924812,-0.89974937,-0.23697570,-0.08120577
0.79949875,-0.89974937,-0.14576204,0.10888295
0.89974937,-0.89974937,-0.04093706,0.27057104
1.00000000,-0.89974937,0.06074076,0.39306986
-1.00000000,-0.84962406,-2.94947993,0.66894870
-0.90476190,-0.84962406,-2.60005281,0.69268200
-0.80451128,-0.84962406,-2.11016167,0.67502952
-0.70426065,-0.84962406,-1.54266390,0.60628912
-0.60401003,-0.84962406,-0.95695159,0.48408444
-0.50375940,-0.84962406,-0.41428486,0.31258199
-0.40350877,-0.84962406,0.03219247,0.10296551
-0.30325815,-0.84962406,0.34596429,-0.12724923
-0.20300752,-0.84962406,0.51236345,-0.35608530
-0.10275689,-0.84962406,0.53946707,-0.55993469
-0.00250627,-0.84962406,0.45466726,-0.71689413
0.09774436,-0.84962406,0.29791727,-0.81001222
0.19799499,-0.84962406,0.11334178,-0.82983972
0.29824561,-0.84962406,-0.05888479,-0.77579720
0.39849624,-0.84962406,-0.18876243,-0.65610797
0.49874687,-0.84962406,-0.25979797,-0.48633314
0.59899749,-0.84962406,-0.26923800,-0.28682178
0.69924812,-0.84962406,-0.22570567,-0.07958670
0.79949875,-0.84962406,-0.14521490,0.11480568
0.89974937,-0.84962406,-0.04669013,0.27979616
1.00000000,-0.84962406,0.05201600,0.40446894
-1.00000000,-0.79949875,-2.98315547,0.63629018
-0.90476190,-0.79949875,-2.59058140,0.65896553
-0.80451128,-0.79949875,-2.04953222,0.64088561
-0.70426065,-0.79949875,-1.42920867,0.57234694
-0.60401003,-0.79949875,-0.79381756,0.45085899
-0.50375940,-0.79949875,-0.20927630,0.28047042
-0.40350877,-0.79949875,0.26746700,0.07227841
-0.30325815,-0.79949875,0.59750162,-0.15623216
-0.20300752,-0.79949875,0.76548188,-0.38305359
-0.10275689,-0.79949875,0.78052532,-0.58450068
-0.00250627,-0.79949875,0.67249855,-0.73857943
0.09774436,-0.79949875,0.48476832,-0.82827605
0.19799499,-0.79949875,0.26522270,-0.84414610
0.29824561,-0.79949875,0.05758814,-0.78570676
0.39849624,-0.79949875,-0.10522846,-0.66137239
0.49874687,-0.79949875,-0.20472229,-0.48696896
0.59899749,-0.79949875,-0.23708135,-0.28314486
0.69924812,-0.79949875,-0.21072152,-0.07219833
