-1.00000000,-1.00000000,-2.77341197,0.71200500
-1.00000000,-0.99498747,-2.78115652,0.71188821
-1.00000000,-0.98997494,-2.78877146,0.71168325
-1.00000000,-0.98496241,-2.79625660,0.71138965
-1.00000000,-0.97994987,-2.80361175,0.71100699
-1.00000000,-0.97493734,-2.81083679,0.71053485
-1.00000000,-0.96992481,-2.81793161,0.70997284
-1.00000000,-0.96491228,-2.82489615,0.70932060
-1.00000000,-0.95989975,-2.83173038,0.70857777
-1.00000000,-0.95488722,-2.83843430,0.70774404
-1.00000000,-0.94987469,-2.84500796,0.70681913
-1.00000000,-0.94486216,-2.85145143,0.70580276
-1.00000000,-0.93984962,-2.85776482,0.70469468
-1.00000000,-0.93483709,-2.86394828,0.70349469
-1.00000000,-0.92982456,-2.87000197,0.70220258
-1.00000000,-0.92481203,-2.87592611,0.70081820
-1.00000000,-0.91979950,-2.88172095,0.69934141
-1.00000000,-0.91478697,-2.88738674,0.69777208
-1.00000000,-0.90977444,-2.89292381,0.69611014
-1.00000000,-0.90476190,-2.89833248,0.69435552
-1.00000000,-0.89974937,-2.90361312,0.69250820
-1.00000000,-0.89473684,-2.90876614,0.69056817
-1.00000000,-0.88972431,-2.91379195,0.68853544
-1.00000000,-0.88471178,-2.91869102,0.68641008
-1.00000000,-0.87969925,-2.92346384,0.68419215
-1.00000000,-0.87468672,-2.92811090,0.68188177
-1.00000000,-0.86967419,-2.93263277,0.67947906
-1.00000000,-0.86466165,-2.93702999,0.67698420
-1.00000000,-0.85964912,-2.94130318,0.67439737
-1.00000000,-0.85463659,-2.94545294,0.67171878
-1.00000000,-0.84962406,-2.94947993,0.66894870
-1.00000000,-0.84461153,-2.95338481,0.66608739
-1.00000000,-0.83959900,-2.95716828,0.66313515
-1.00000000,-0.83458647,-2.96083104,0.66009233
-1.00000000,-0.82957393,-2.96437385,0.65695928
-1.00000000,-0.82456140,-2.96779746,0.65373640
-1.00000000,-0.81954887,-2.97110264,0.65042410
-1.00000000,-0.81453634,-2.97429021,0.64702284
-1.00000000,-0.80952381,-2.97736097,0.64353309
-1.00000000,-0.80451128,-2.98031578,0.63995536
-1.00000000,-0.79949875,-2.98315547,0.63629018
-1.00000000,-0.79448622,-2.98588094,0.63253812
-1.00000000,-0.78947368,-2.98849306,0.62869978
-1.00000000,-0.78446115,-2.99099273,0.62477576
-1.00000000,-0.77944862,-2.99338089,0.62076674
-1.00000000,-0.77443609,-2.99565845,0.61667337
-1.00000000,-0.76942356,-2.99782637,0.61249638
-1.00000000,-0.76441103,-2.99988560,0.60823649
-1.00000000,-0.75939850,-3.00183711,0.60389448
-1.00000000,-0.75438596,-3.00368188,0.59947112
-1.00000000,-0.74937343,-3.00542089,0.59496725
-1.00000000,-0.74436090,-3.00705514,0.59038371
